YEAR,STATE,STATE_ABV,TOTAL_BALLOTS_COUNTED,VOTE_FOR_HIGHEST_OFFICE,VAP,NONCITIZEN_PCT,INELIGIBLE_PRISON,INELIGIBLE_PROBATION,INELIGIBLE_PAROLE,INELIGIBLE_FELONS_TOTAL,ELIGIBLE_OVERSEAS,VEP,VEP_TURNOUT_RATE,VAP_TURNOUT_RATE
2022,United States,,"112,030,874",,"261,375,801",7.5%,"1,159,791","863,136","340,972","2,517,938","3,129,152","242,383,830",46.22%,42.86%
2022,Alabama,AL,"1,424,087",,"3,970,392",2.3%,"25,328","24,652","8,245","66,284",,"3,812,789",37.35%,35.87%
2022,Alaska,AK,"267,047",,"557,266",3.5%,"4,578","1,268","1,003","7,263",,"530,443",50.34%,47.92%
2022,Arizona,AZ,"2,592,313",,"5,802,769",7.9%,"34,997","37,932","6,887","92,217",,"5,253,874",49.34%,44.67%
2022,Arkansas,AR,"914,227",,"2,353,877",3.6%,"15,850","20,733","25,852","69,213",,"2,198,983",41.58%,38.84%
2022,California,CA,"11,146,610",,"30,534,379",14.6%,"97,328",0,0,"97,328",,"25,988,192",42.89%,36.51%
2022,Colorado,CO,"2,540,666",,"4,639,408",5.8%,"14,990",0,0,"14,990",,"4,353,940",58.35%,54.76%
2022,Connecticut,CT,"1,297,811",,"2,897,642",7.6%,"9,297",0,0,"9,297",,"2,668,414",48.64%,44.79%
2022,Delaware,DE,"325,632",,"814,324",5.1%,"4,653","5,278",373,"12,030",,"760,519",42.82%,39.99%
2022,District of Columbia,DC,"205,774",,"548,172",7.7%,0,0,0,0,,"506,237",40.65%,37.54%
2022,Florida,FL,"7,796,916",,"18,066,773",9.4%,"81,027","93,389","4,280","209,227",,"16,166,496",48.23%,43.16%
2022,Georgia,GA,"3,964,926",,"8,442,784",5.9%,"44,796","177,546","19,447","299,832",,"7,641,451",51.89%,46.96%
2022,Hawaii,HI,"423,443",,"1,141,954",8.2%,"4,097",0,0,"4,097",,"1,044,103",40.56%,37.08%
2022,Idaho,ID,"595,350",,"1,486,327",4.0%,"7,996","14,257","5,967","32,881",,"1,393,993",42.71%,40.06%
2022,Illinois,IL,"4,144,125",,"9,845,624",7.9%,"28,582",0,0,"28,582",,"9,035,299",45.87%,42.09%
2022,Indiana,IN,"1,880,755",,"5,270,771",3.7%,"23,458",0,0,"23,458",,"5,054,930",37.21%,35.68%
2022,Iowa,IA,"1,230,417",,"2,478,135",3.1%,"8,128","12,916","7,261","32,528",,"2,368,289",51.95%,49.65%
2022,Kansas,KS,"1,008,998",,"2,247,751",4.7%,"8,477","8,254","5,428","24,858",,"2,117,923",47.64%,44.89%
2022,Kentucky,KY,"1,502,550",,"3,510,590",2.5%,"18,433","28,839","14,429","71,129",,"3,350,643",44.84%,42.80%
2022,Louisiana,LA,"1,410,466",,"3,520,645",2.9%,"26,851","14,507","21,566","67,667",,"3,351,583",42.08%,40.06%
2022,Maine,ME,"680,909",,"1,140,612",1.9%,0,0,0,0,,"1,118,712",60.87%,59.70%
2022,Maryland,MD,"2,031,635",,"4,817,349",8.1%,14918,0,0,"14,918",,"4,413,671",46.03%,42.17%
2022,Massachusetts,MA,"2,511,461",,"5,646,479",8.9%,"5,993",0,0,"5,993",,"5,136,820",48.89%,44.48%
2022,Michigan,MI,"4,500,400",,"7,930,205",3.3%,"33,246",0,0,"33,246",,"7,637,642",58.92%,56.75%
2022,Minnesota,MN,"2,526,646",,"4,427,863",4.0%,"7,681","44,332","7,359","73,865",,"4,175,998",60.50%,57.06%
2022,Mississippi,MS,"709,100",,"2,260,910",1.4%,"17,569","15,092","10,510","48,106",,"2,181,152",32.51%,31.36%
2022,Missouri,MO,"2,304,250",,"4,817,369",2.3%,"22,890","20,149","20,729","70,356",,"4,637,177",49.69%,47.83%
2022,Montana,MT,"468,326",,"894,266",1.4%,"3,910",0,0,"3,910",,"878,283",53.32%,52.37%
2022,Nebraska,NE,"682,716",,"1,493,472",4.7%,"5,071","5,956",1156,"14,130",,"1,408,551",48.47%,45.71%
2022,Nevada,NV,"1,023,617",,"2,498,810",10.3%,"10,455",0,0,"10,455",,"2,229,978",45.90%,40.96%
2022,New Hampshire,NH,"626,931",,"1,145,440",2.6%,"2,158",0,0,"2,158",,"1,113,501",56.30%,54.73%
2022,New Jersey,NJ,"2,645,539",,"7,269,562",11.2%,"11,896",0,0,"11,896",,"6,442,021",41.07%,36.39%
2022,New Mexico,NM,"714,754",,"1,655,367",6.0%,"5,377","6,075","2,725","16,163",,"1,540,379",46.40%,43.18%
2022,New York,NY,"5,962,278",,"15,654,547",10.3%,"32,574",0,0,"32,574",,"14,006,423",42.57%,38.09%
2022,North Carolina,NC,"3,790,202",,"8,444,034",5.4%,"28,406",0,0,"28,406",,"7,962,183",47.60%,44.89%
2022,North Dakota,ND,"242,566",,"597,057",2.7%,"1,384",0,0,"1,384",,"579,792",41.84%,40.63%
2022,Ohio,OH,"4,201,368",,"9,196,623",2.5%,"44,608",0,0,"44,608",,"8,918,421",47.11%,45.68%
2022,Oklahoma,OK,"1,153,284",,"3,075,212",4.1%,"22,071","11,974","2,237","40,197",,"2,908,317",39.65%,37.50%
2022,Oregon,OR,"1,997,689",,"3,402,435",5.5%,"12,753",0,0,"12,753",,"3,201,528",62.40%,58.71%
2022,Pennsylvania,PA,"5,410,022",,"10,342,240",3.6%,"38,938",0,0,"38,938",,"9,929,947",54.48%,52.31%
2022,Rhode Island,RI,"361,449",,"889,585",6.8%,"2,227",0,0,"2,227",,"827,311",43.69%,40.63%
2022,South Carolina,SC,"1,718,626",,"4,190,429",3.3%,"15,787","13,722","4,638","38,633",,"4,013,931",42.82%,41.01%
2022,South Dakota,SD,"354,670",,"694,652",2.2%,"3,176",3926,"3,673","12,059",,"667,172",53.16%,51.06%
2022,Tennessee,TN,"1,756,397",,"5,537,627",3.5%,"22,205","31,486","12,407","76,392",,"5,268,526",33.34%,31.72%
2022,Texas,TX,"8,151,590",,"22,711,852",12.2%,"128,653","173,864","110,437","469,794",,"19,468,941",41.87%,35.89%
2022,Utah,UT,"1,084,634",,"2,464,872",5.9%,"5,249",0,0,"5,249",,"2,314,196",46.87%,44.00%
2022,Vermont,VT,"291,955",,"532,708",2.0%,0,0,0,0,,"522,214",55.91%,54.81%
2022,Virginia,VA,"3,021,956",,"6,827,106",6.0%,"30,620","33,426","2,017","76,990",,"6,339,807",47.67%,44.26%
2022,Washington,WA,"3,067,686",,"6,158,975",8.8%,"15,056","37,534","14,536","79,397",,"5,537,589",55.40%,49.81%
2022,West Virginia,WV,"494,753",,"1,420,780",0.9%,"6,031","3,246","3,682","14,021",,"1,393,972",35.49%,34.82%
2022,Wisconsin,WI,"2,673,154",,"4,655,469",3.1%,"19,846","19,960","23,174","69,506",,"4,443,971",60.15%,57.42%
2022,Wyoming,WY,"198,198",,"452,309",2.5%,"2,034","2,822",954,"6,733",,"434,223",45.64%,43.82%
2020,United States,,159738337,,259219518,7.5%,1154741,863136,499380,2671296,4971025,242077783,65.99%,61.62%
2020,Alabama,AL,2325000,,3939759,2.3%,25328,24652,8245,66284,,3782861,61.46%,59.01%
2020,Alaska,AK,361400,,556443,3.5%,4578,1268,1003,7263,,529649,68.23%,64.95%
2020,Arizona,AZ,3420585,,5672442,7.9%,34997,37932,6887,92217,,5133804,66.63%,60.30%
2020,Arkansas,AR,1223675,,2332442,3.6%,15850,20733,25852,69213,,2178328,56.17%,52.46%
2020,California,CA,17785151,,30490123,14.6%,97328,0,110349,207677,,25840035,68.83%,58.33%
2020,Colorado,CO,3295666,,4579181,5.8%,14990,0,0,14990,,4297225,76.69%,71.97%
2020,Connecticut,CT,1861086,,2887773,7.6%,9297,0,4080,13377,,2655214,70.09%,64.45%
2020,Delaware,DE,509241,,798104,5.1%,4653,5278,373,12030,,745131,68.34%,63.81%
2020,District of Columbia,DC,346491,,544795,7.7%,0,0,0,0,,503118,68.87%,63.60%
2020,Florida,FL,11144855,,17593558,9.4%,75977,93389,4280,204177,,15742624,70.79%,63.35%
2020,Georgia,GA,5023159,,8282660,5.9%,44796,177546,19447,299832,,7490838,67.06%,60.65%
2020,Hawaii,HI,579784,,1145618,8.2%,4097,0,0,4097,,1047466,55.35%,50.61%
2020,Idaho,ID,878527,,1443536,4.0%,7996,14257,5967,32881,,1352914,64.94%,60.86%
2020,Illinois,IL,6050000,,9910732,7.9%,28582,0,0,28582,,9095238,66.52%,61.04%
2020,Indiana,IN,3068542,,5240144,3.7%,23458,0,0,23458,,5025421,61.06%,58.56%
2020,Iowa,IA,1700130,,2469708,3.1%,8128,12916,7261,32528,,2360125,72.04%,68.84%
2020,Kansas,KS,1375125,,2242018,4.7%,8477,8254,5428,24858,,2112458,65.10%,61.33%
2020,Kentucky,KY,2150954,,3499169,2.5%,18433,28839,14429,71129,,3339511,64.41%,61.47%
2020,Louisiana,LA,2169401,,3552258,2.9%,26851,14507,21566,67667,,3382286,64.14%,61.07%
2020,Maine,ME,828305,,1127932,1.9%,0,0,0,0,,1106276,74.87%,73.44%
2020,Maryland,MD,3066945,,4820237,8.1%,14918,0,0,14918,,4416326,69.45%,63.63%
2020,Massachusetts,MA,3658005,,5638722,8.9%,5993,0,0,5993,,5129755,71.31%,64.87%
2020,Michigan,MI,5579317,,7907056,3.3%,33246,0,0,33246,,7615249,73.27%,70.56%
2020,Minnesota,MN,3292997,,4408498,4.0%,7681,44332,7359,73865,,4157411,79.21%,74.70%
2020,Mississippi,MS,1325000,,2265253,1.4%,17569,15092,10510,48106,,2185433,60.63%,58.49%
2020,Missouri,MO,3026028,,4800088,2.3%,22890,20149,20729,70356,,4620290,65.49%,63.04%
2020,Montana*,MT,612075,,873659,1.4%,3910,0,0,3910,,857955,71.34%,70.06%
2020,Nebraska,NE,966920,,1484568,4.7%,5071,5956,1156,14130,,1400069,69.06%,65.13%
2020,Nevada,NV,1407754,,2455546,10.3%,10455,0,0,10455,,2191188,64.25%,57.33%
2020,New Hampshire,NH,814499,,1132908,2.6%,2158,0,0,2158,,1101294,73.96%,71.89%
2020,New Jersey,NJ,4635585,,7261675,11.2%,11896,0,0,11896,,6435019,72.04%,63.84%
2020,New Mexico,NM,928230,,1649222,6.0%,5377,6075,2725,16163,,1534600,60.49%,56.28%
2020,New York,NY,8690139,,15787812,10.3%,32574,0,43979,76553,,14081957,61.71%,55.04%
2020,North Carolina,NC,5545848,,8284274,5.4%,28406,0,0,28406,,7811002,71.00%,66.94%
2020,North Dakota,ND,364251,,594772,2.7%,1384,0,0,1384,,577567,63.07%,61.24%
2020,Ohio,OH,5974121,,9184163,2.5%,44608,0,0,44608,,8906277,67.08%,65.05%
2020,Oklahoma,OK,1565000,,3040979,4.1%,22071,11974,2237,40197,,2875494,54.43%,51.46%
2020,Oregon,OR,2413890,,3405290,5.5%,12753,0,0,12753,,3204224,75.33%,70.89%
2020,Pennsylvania*,PA,6958551,,10363451,3.6%,38938,0,0,38938,,9950392,69.93%,67.15%
2020,Rhode Island,RI,522488,,890532,6.8%,2227,0,0,2227,,828194,63.09%,58.67%
2020,South Carolina,SC,2533010,,4087762,3.3%,15787,13722,4638,38633,,3914642,64.71%,61.97%
2020,South Dakota,SD,427529,,678680,2.2%,3176,3926,3673,12059,,651554,65.62%,62.99%
2020,Tennessee,TN,3065000,,5439926,3.5%,22205,31486,12407,76392,,5174225,59.24%,56.34%
2020,Texas,TX,11350000,,22157381,12.2%,128653,173864,110437,469794,,18982171,59.79%,51.22%
2020,Utah,UT,1515845,,2402151,5.9%,5249,0,0,5249,,2255175,67.22%,63.10%
2020,Vermont,VT,370968,,531104,2.0%,0,0,0,0,,520641,71.25%,69.85%
2020,Virginia,VA,4523142,,6785517,6.0%,30620,33426,2017,76990,,6300717,71.79%,66.66%
2020,Washington,WA,4116894,,6079926,8.8%,15056,37534,14536,79397,,5465496,75.33%,67.71%
2020,West Virginia,WV,802726,,1430595,0.9%,6031,3246,3682,14021,,1403699,57.19%,56.11%
2020,Wisconsin,WI,3310000,,4621234,3.1%,19846,19960,23174,69506,,4410780,75.04%,71.63%
2020,Wyoming,WY,278503,,448142,2.5%,2034,2822,954,6733,,430161,64.74%,62.15%
2018,United States,,"118,581,921","117,069,210","249,964,761",7.5%,"1,356,822","1,188,516","438,200","2,983,538","4,971,025","233,204,891",50.85%,47.44%
2018,Alabama,AL,"1,721,906","1,719,589","3,850,473",2.3%,"25,907","29,068","10,266","65,241",,"3,696,671",46.58%,44.72%
2018,Alaska,AK,"285,009","283,134","584,025",3.5%,"4,295","1,182","1,348","6,825",,"556,701",51.20%,48.80%
2018,Arizona,AZ,"2,409,910","2,384,308","5,686,311",7.9%,"38,571","43,801","7,536","89,908",,"5,148,891",46.80%,42.38%
2018,Arkansas,AR,"898,793","891,509","2,347,187",3.6%,"17,518","20,930","24,698","63,146",,"2,198,603",40.88%,38.29%
2018,California,CA,"12,712,542","12,464,235","31,553,154",14.6%,"104,730",0,0,"104,730",,"26,851,129",47.34%,40.29%
2018,Colorado,CO,"2,583,580","2,525,062","4,563,101",5.8%,"18,914",0,10759,"29,673",,"4,267,400",60.54%,56.62%
2018,Connecticut,CT,"1,421,953","1,406,803","2,889,222",7.6%,"13,314",0,4452,"17,766",,"2,652,164",53.61%,49.22%
2018,Delaware,DE,"365,467","362,592","779,323",5.1%,"5,885","8,080",350,"14,315",,"725,029",50.41%,46.90%
2018,District of Columbia,DC,"231,482","224,658","590,985",7.7%,0,0,0,0,,"545,775",42.41%,39.17%
2018,Florida,FL,"8,318,824","8,220,561","17,384,146",9.4%,"91,765","116,869","4,345","212,979",,"15,544,011",53.52%,47.85%
2018,Georgia,GA,"3,949,905","3,939,328","8,172,349",5.9%,"50,963","237,559","20,426","308,948",,"7,377,964",53.54%,48.33%
2018,Hawaii,HI,"398,657","390,843","1,410,729",8.2%,"5,007",0,0,"5,007",,"1,289,901",30.91%,28.26%
2018,Idaho,ID,"612,536","605,131","1,343,434",4.0%,"8,378","19,603","5,267","33,248",,"1,256,448",48.75%,45.59%
2018,Illinois,IL,"4,635,541","4,570,842","10,012,931",7.9%,"38,464",0,0,"38,464",,"9,179,441",50.50%,46.30%
2018,Indiana,IN,"2,308,258","2,282,565","5,213,162",3.7%,"26,330",0,0,"26,330",,"4,996,552",46.20%,44.28%
2018,Iowa,IA,"1,334,279","1,327,638","2,452,647",3.1%,"9,219","16,608","6,652","32,479",,"2,343,645",56.93%,54.40%
2018,Kansas,KS,"1,060,000","1,055,566","2,256,910",4.7%,"9,882","9,379","5,438","24,699",,"2,126,813",49.84%,46.97%
2018,Kentucky,KY,"1,612,353","1,569,798","3,503,878",2.5%,"23,280","26,771","15,881","65,932",,"3,349,298",48.14%,46.02%
2018,Louisiana,LA,"1,519,405","1,460,585","3,607,016",2.9%,"32,281","19,964","29,321","81,566",,"3,421,568",44.41%,42.12%
2018,Maine,ME,"646,013","634,409","1,105,700",1.9%,0,0,0,0,,"1,084,471",59.57%,58.43%
2018,Maryland,MD,"2,335,128","2,304,512","4,805,481",8.1%,18181,0,0,"18,181",,"4,399,498",53.08%,48.59%
2018,Massachusetts,MA,"2,752,665","2,707,090","5,634,893",8.9%,"7,772",0,0,"7,772",,"5,124,489",53.72%,48.85%
2018,Michigan,MI,"4,341,340","4,250,585","7,974,982",3.3%,"38,218",0,0,"38,218",,"7,675,982",56.56%,54.44%
2018,Minnesota,MN,"2,611,365","2,596,879","4,390,868",4.0%,"9,717","57,043","7,381","74,141",,"4,140,214",63.07%,59.47%
2018,Mississippi,MS,"961,025","936,215","2,296,720",1.4%,"19,258","15,558","9,866","44,682",,"2,219,884",43.29%,41.84%
2018,Missouri,MO,"2,442,306","2,442,289","4,833,311",2.3%,"30,151","25,006","19,251","74,408",,"4,648,703",52.54%,50.53%
2018,Montana,MT,"509,213","504,384","853,175",1.4%,"3,754",0,0,"3,754",,"837,903",60.77%,59.68%
2018,Nebraska,NE,"706,652","698,417","1,475,018",4.7%,"5,266","8,490",958,"14,714",,"1,390,388",50.82%,47.91%
2018,Nevada,NV,"975,980","972,132","2,440,895",10.3%,"12,420",7558.2,6492,"26,470",,"2,162,036",45.14%,39.98%
2018,New Hampshire,NH,"580,568","573,608","1,113,147",2.6%,"2,635",0,0,"2,635",,"1,081,571",53.68%,52.16%
2018,New Jersey,NJ,"3,248,642","3,169,310","7,061,504",11.2%,"18,099",74867.79,14967,"107,934",,"6,161,270",52.73%,46.00%
2018,New Mexico,NM,"701,654","696,459","1,649,040",6.0%,"6,887","6,891","2,805","16,583",,"1,534,009",45.74%,42.55%
2018,New York,NY,"6,230,959","6,104,477","15,781,905",10.3%,"42,472",0,45192,"87,664",,"14,065,548",44.30%,39.48%
2018,North Carolina,NC,"3,755,778","3,693,104","8,250,784",5.4%,"33,700",45638.76,14215,"93,554",,"7,714,163",48.69%,45.52%
2018,North Dakota,ND,"330,598","326,138","589,705",2.7%,"1,679",0,0,"1,679",,"572,340",57.76%,56.06%
2018,Ohio,OH,"4,496,834","4,429,582","9,242,288",2.5%,"49,932",0,0,"49,932",,"8,957,602",50.20%,48.65%
2018,Oklahoma,OK,"1,190,000","1,186,385","3,139,581",4.1%,"27,572","23,690","1,780","53,042",,"2,957,188",40.24%,37.90%
2018,Oregon,OR,"1,914,923","1,866,997","3,435,202",5.5%,"13,795",0,0,"13,795",,"3,231,440",59.26%,55.74%
2018,Pennsylvania,PA,"5,043,029","5,012,555","10,308,998",3.6%,"44,162",0,0,"44,162",,"9,892,681",50.98%,48.92%
2018,Rhode Island,RI,"381,267","376,738","872,055",6.8%,"2,767",0,0,"2,767",,"810,424",47.05%,43.72%
2018,South Carolina,SC,"1,726,527","1,707,569","4,050,712",3.3%,"18,613","18,226","4,980","41,819",,"3,875,625",44.55%,42.62%
2018,South Dakota,SD,"341,048","339,214","674,801",2.2%,"3,867",0,"3,201","7,068",,"652,752",52.25%,50.54%
2018,Tennessee,TN,"2,267,428","2,243,740","5,355,697",3.5%,"26,120","34,914","10,842","71,876",,"5,097,443",44.48%,42.34%
2018,Texas,TX,"8,375,000","8,371,655","21,707,688",12.2%,"154,935","209,855","109,213","474,003",,"18,583,176",45.07%,38.58%
2018,Utah,UT,"1,082,972","1,065,630","2,286,384",5.9%,"6,288",0,0,"6,288",,"2,145,200",50.48%,47.37%
2018,Vermont,VT,"278,230","274,087","517,261",2.0%,0,0,0,0,,"507,071",54.87%,53.79%
2018,Virginia,VA,"3,363,505","3,351,373","6,803,102",6.0%,"35,754","35,973","1,860","73,587",,"6,320,649",53.21%,49.44%
2018,Washington,WA,"3,133,448","3,086,168","6,121,085",8.8%,"18,787","43,703","12,222","74,712",,"5,507,718",56.89%,51.19%
2018,West Virginia,WV,"597,149","586,034","1,455,147",0.9%,"6,757","3,758","4,287","14,802",,"1,427,249",41.84%,41.04%
2018,Wisconsin,WI,"2,675,000","2,673,308","4,600,750",3.1%,"23,595","24,458","21,015","69,068",,"4,391,359",60.92%,58.14%
2018,Wyoming,WY,"205,275","203,420","451,168",2.5%,"2,488","3,068",934,"6,490",,"433,354",47.37%,45.50%
2016,United States,,"138,747,904","136,753,936","249,964,761",8.3%,"1,416,810","2,198,907","506,297","3,176,484","4,739,596","230,780,798",60.12%,55.51%
2016,Alabama,AL,"2,134,061","2,123,372","3,770,952",2.5%,"28,680","52,177","8,562","66,983",,"3,609,696",59.12%,56.59%
2016,Alaska,AK,"321,271","318,608","554,526",4.1%,"4,317","6,621","1,812","9,903",,"521,888",61.56%,57.94%
2016,Arizona,AZ,"2,661,497","2,604,657","5,347,427",9.4%,"37,582","77,373","7,500","89,185",,"4,755,584",55.97%,49.77%
2016,Arkansas,AR,"1,137,772","1,130,635","2,287,921",3.8%,"17,242","30,881","23,792","58,636",,"2,142,344",53.11%,49.73%
2016,California,CA,"14,610,509","14,181,595","30,130,155",16.4%,"130,390",0,0,"130,390",,"25,058,420",58.31%,48.49%
2016,Colorado,CO,"2,859,216","2,780,247","4,301,685",7.0%,"18,576",0,10186,"28,762",,"3,971,805",71.99%,66.47%
2016,Connecticut,CT,"1,675,955","1,644,920","2,827,488",7.8%,"14,475",0,3379,"17,854",,"2,589,090",64.73%,59.27%
2016,Delaware,DE,"445,228","443,814","748,217",5.7%,"6,254","15,395",387,"15,416",,"690,153",64.51%,59.51%
2016,District of Columbia,DC,"312,575","311,268","565,352",8.4%,0,0,0,0,,"517,863",60.36%,55.29%
2016,Florida,FL,"9,580,489","9,420,039","16,533,216",10.5%,"92,847","214,066","4,566","219,431",,"14,577,798",65.72%,57.95%
2016,Georgia,GA,"4,165,405","4,114,732","7,831,741",7.2%,"51,092","410,964","22,386","307,727",,"6,960,129",59.85%,53.19%
2016,Hawaii,HI,"437,664","428,937","1,120,762",9.1%,"5,474",0,0,"5,474",,"1,013,299",43.19%,39.05%
2016,Idaho,ID,"710,545","690,255","1,256,143",4.4%,"7,949","32,409","5,054","31,476",,"1,169,396",60.76%,56.57%
2016,Illinois,IL,"5,666,118","5,589,631","9,887,574",8.5%,"42,017",0,0,"42,017",,"9,005,114",62.92%,57.31%
2016,Indiana,IN,"2,807,676","2,734,958","5,072,700",3.7%,"24,948",0,0,"24,948",,"4,860,062",57.77%,55.35%
2016,Iowa,IA,"1,581,371","1,566,031","2,404,019",3.6%,"8,888","29,254","6,051","31,614",,"2,285,860",69.18%,65.78%
2016,Kansas,KS,"1,225,667","1,184,402","2,196,904",5.2%,"9,613","16,654","4,830","23,936",,"2,058,729",59.54%,55.79%
2016,Kentucky,KY,"1,955,195","1,924,149","3,430,752",2.4%,"22,868","48,457","15,383","65,871",,"3,282,543",59.56%,56.99%
2016,Louisiana,LA,"2,049,531","2,029,032","3,563,801",2.7%,"35,543","40,174","30,907","89,349",,"3,378,229",60.67%,57.51%
2016,Maine,ME,"771,892","747,927","1,079,197",1.8%,0,0,0,0,,"1,059,772",72.84%,71.52%
2016,Maryland,MD,"2,807,322","2,781,446","4,663,738",8.8%,19382,72529,10305,"71,029",,"4,182,300",67.12%,60.19%
2016,Massachusetts,MA,"3,378,801","3,325,046","5,453,921",8.9%,"8,780",0,0,"8,780",,"4,959,742",68.12%,61.95%
2016,Michigan,MI,"4,874,619","4,799,284","7,765,389",3.7%,"40,502",0,0,"40,502",,"7,437,567",65.54%,62.77%
2016,Minnesota,MN,"2,968,281","2,944,813","4,242,668",4.6%,"10,158","96,852","7,075","72,439",,"3,975,066",74.67%,69.96%
2016,Mississippi,MS,"1,209,357","1,209,357","2,268,353",1.4%,"19,150","29,067","8,645","44,363",,"2,192,233",55.17%,53.31%
2016,Missouri,MO,"2,811,549","2,808,605","4,709,176",2.5%,"31,956","43,799","17,792","74,713",,"4,516,733",62.25%,59.70%
2016,Montana,MT,"516,901","497,147","816,023",1.2%,"3,795",0,0,"3,795",,"802,436",64.42%,63.34%
2016,Nebraska,NE,"860,573","844,227","1,435,123",5.5%,"5,079","13,489",1088,"13,856",,"1,342,336",64.11%,59.97%
2016,Nevada,NV,"1,125,429","1,125,385","2,260,341",12.6%,"13,742",13724,5261,"26,826",,"1,948,712",57.75%,49.79%
2016,New Hampshire,NH,"755,850","744,296","1,082,981",2.9%,"2,818",0,0,"2,818",,"1,048,757",72.07%,69.79%
2016,New Jersey,NJ,"3,957,303","3,874,046","6,903,418",12.0%,"18,504",140589,15128,"113,768",,"5,961,240",66.38%,57.32%
2016,New Mexico,NM,"804,043","798,319","1,600,627",6.9%,"6,914","12,714","2,780","16,941",,"1,473,243",54.58%,50.23%
2016,New York,NY,"7,786,881","7,721,453","15,473,628",12.0%,"46,416",0,44426,"90,842",,"13,525,950",57.57%,50.32%
2016,North Carolina,NC,"4,769,640","4,741,564","7,898,733",5.5%,"34,357",82466,12726,"94,089",,"7,370,213",64.72%,60.38%
2016,North Dakota,ND,"349,945","344,360","579,842",2.2%,"1,791",0,0,"1,791",,"565,295",61.90%,60.35%
2016,Ohio,OH,"5,607,641","5,496,487","9,028,098",2.4%,"51,666",0,0,"51,666",,"8,759,758",64.02%,62.11%
2016,Oklahoma,OK,"1,465,505","1,452,992","2,972,077",4.7%,"26,691","33,562","1,895","47,716",,"2,784,673",52.63%,49.31%
2016,Oregon,OR,"2,056,310","2,001,336","3,233,909",6.3%,"15,166",0,0,"15,166",,"3,015,007",68.20%,63.59%
2016,Pennsylvania,PA,"6,223,150","6,165,478","10,114,662",3.7%,"48,098",0,0,"48,098",,"9,692,322",64.21%,61.53%
2016,Rhode Island,RI,"469,589","464,144","848,850",7.1%,"3,038",0,0,"3,038",,"785,544",59.78%,55.32%
2016,South Carolina,SC,"2,123,584","2,103,027","3,881,185",3.4%,"20,350","32,634","4,347","43,298",,"3,705,927",57.30%,54.71%
2016,South Dakota,SD,"378,995","370,093","651,179",2.5%,"3,744",0,"2,687","6,431",,"628,468",60.30%,58.20%
2016,Tennessee,TN,"2,545,271","2,508,027","5,162,937",3.5%,"27,906","62,609","12,092","75,685",,"4,906,550",51.87%,49.30%
2016,Texas,TX,"8,975,000","8,969,226","20,718,271",13.3%,"155,327","374,285","111,287","479,956",,"17,482,785",51.34%,43.32%
2016,Utah,UT,"1,152,369","1,131,430","2,139,328",6.9%,"5,846",0,0,"5,846",,"1,985,869",58.03%,53.87%
2016,Vermont,VT,"320,467","315,067","505,888",2.2%,0,0,0,0,,"494,758",64.77%,63.35%
2016,Virginia,VA,"3,996,302","3,984,631","6,556,247",6.9%,"36,959","60,821","1,650","73,277",,"6,030,589",66.27%,60.95%
2016,Washington,WA,"3,363,440","3,317,019","5,693,791",8.6%,"18,335","89,317","11,322","80,568",,"5,123,557",65.65%,59.07%
2016,West Virginia,WV,"732,362","714,423","1,454,560",1.1%,"7,137","6,523","3,550","14,405",,"1,424,155",51.42%,50.35%
2016,Wisconsin,WI,"2,993,000","2,976,150","4,493,054",3.2%,"22,889","44,489","20,401","68,649",,"4,280,628",69.92%,66.61%
2016,Wyoming,WY,"258,788","255,849","446,228",2.4%,"2,323","4,666",842,"5,825",,"429,694",60.23%,57.99%
2014,United States,,"83,155,963","81,687,059","245,497,227",8.3%,"1,493,706","2,298,993","548,576","3,329,718","5,345,814","227,137,053",36.61%,33.87%
2014,Alabama,AL,"1,191,274","1,180,413","3,740,624",2.6%,"31,691","53,640","8,097","69,826",,"3,573,542",33.34%,31.85%
2014,Alaska,AK,"285,431","282,382","550,095",3.9%,"5,216","7,077","2,210","11,389",,"517,252",55.18%,51.89%
2014,Arizona,AZ,"1,537,671","1,506,416","5,138,141",9.7%,"37,516","73,232","7,502","86,028",,"4,553,713",33.77%,29.93%
2014,Arkansas,AR,"852,642","848,592","2,264,098",3.8%,"17,756","28,192","21,743","55,287",,"2,122,776",40.17%,37.66%
2014,California,CA,"7,513,972","7,317,581","29,575,685",16.7%,"136,088",0,87104,"223,192",,"24,413,353",30.78%,25.41%
2014,Colorado,CO,"2,080,071","2,041,020","4,132,930",7.0%,"19,121",0,10067,"29,188",,"3,814,437",54.53%,50.33%
2014,Connecticut,CT,"1,096,556","1,089,880","2,822,985",8.2%,"16,113",0,2564,"18,677",,"2,572,824",42.62%,38.84%
2014,Delaware,DE,"238,110","234,038","731,850",5.6%,"6,625","15,665",676,"16,073",,"674,793",35.29%,32.54%
2014,District of Columbia,DC,"177,176","175,071","549,851",9.2%,0,0,0,0,,"499,265",35.49%,32.22%
2014,Florida,FL,"6,026,802","5,951,561","15,897,657",10.5%,"95,671","227,087","4,519","227,359",,"14,001,044",43.05%,37.91%
2014,Georgia,GA,"2,596,947","2,567,761","7,613,021",7.1%,"50,499","471,067","25,547","339,844",,"6,732,653",38.57%,34.11%
2014,Hawaii,HI,"369,554","366,125","1,109,048",8.9%,"5,721",0,0,"5,721",,"1,004,622",36.79%,33.32%
